,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
1934,240312142,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,600,3,Southwest,373,2,888,TRESPASSING,0910 1501,23,X,X,947.0,MTA - EXPO LINE - EXPO/CRENSHAW,,,IC,Invest Cont,888,,,,3400    EXPOSITION                   BL,,34.0222,-118.333
1935,240114352,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,830,1,Central,159,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,46,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,1200    PALMETTO                     ST,,34.0401,-118.2357
1936,241511926,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1730,15,N Hollywood,1512,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,12700    VANOWEN                      ST,,34.194,-118.4094
1937,241512257,07/25/2024 12:00:00 AM,07/09/2024 12:00:00 AM,214,15,N Hollywood,1591,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325 1608 0344,57,F,O,146.0,PATIO*,,,IC,Invest Cont,440,,,,12400    VENTURA                      BL,,34.1429,-118.403
1938,241811349,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,900,18,Southeast,1826,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,602.0,BANK,,,IC,Invest Cont,740,,,,1600 E  103RD                        ST,,33.9485,-118.2461
1939,242010168,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1451,20,Olympic,2076,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442,,,,1800 S  VERMONT                      AV,,34.0436,-118.296
1940,242010066,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2355,20,Olympic,2022,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,500 S  GRAMERCY                     PL,,34.0653,-118.3128
1941,241609245,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1330,16,Foothill,1612,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1816 1822 0419 1402 1407 0450,18,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230,,,,11300    DE FOE                       AV,,34.2754,-118.418
1942,240211812,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1900,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,BEVERLY                      BL,UNION                        AV,34.0647,-118.2659
1943,241311126,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1510,13,Newton,1322,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,2100    ADAIR                        ST,,34.0264,-118.2597
1944,240910247,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1259,9,Van Nuys,981,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,15200    VENTURA                      BL,,34.1535,-118.464
1945,241213316,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,227,12,77th Street,1259,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,47,M,H,101.0,STREET,,,IC,Invest Cont,331,,,,400 E  74TH                         ST,,33.973,-118.2674
1946,241411086,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2100,14,Pacific,1483,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,8000    REDLANDS                     ST,,33.9581,-118.434
1947,240610983,08/04/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1000,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,24,F,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440,,,,1700    EL CERRITO                   PL,,34.1015,-118.3447
1948,240114319,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1000,1,Central,153,2,888,TRESPASSING,0910 2004,0,M,O,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
1949,241411274,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1941,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6800    LA TIJERA                    BL,,33.9773,-118.3718
1950,240312164,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2217,3,Southwest,327,1,330,BURGLARY FROM VEHICLE,1822 0202 1307 1609 0344,49,M,H,101.0,STREET,,,IC,Invest Cont,330,,,,27TH,ORCHARD                      AV,34.0303,-118.2874
1951,240710043,07/13/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1405,7,Wilshire,743,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5700 W  OLYMPIC                      BL,,34.0574,-118.3536
1952,241711085,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,415,17,Devonshire,1759,2,354,THEFT OF IDENTITY,1902,34,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9900    MONTGOMERY                   AV,,34.2501,-118.4817
1953,241311223,07/13/2024 12:00:00 AM,07/09/2024 12:00:00 AM,430,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,400 E  68TH                         ST,,33.9779,-118.2681
1954,240114345,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1900,1,Central,191,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,600 W  18TH                         ST,,34.0354,-118.2714
1955,241711138,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1647,17,Devonshire,1764,1,510,VEHICLE - STOLEN,,0,,,208.0,AUTO SALES LOT,,,IC,Invest Cont,510,,,,19500    NORDHOFF                     ST,,34.2355,-118.5574
1956,241811238,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,815,18,Southeast,1826,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,1400 E  96TH                         ST,,33.9491,-118.2489
1957,240910232,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,820,9,Van Nuys,937,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,13900    BESSEMER                     ST,,34.1812,-118.4356
1958,241711098,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1100,17,Devonshire,1714,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,DARBY                        AV,ASUNCION                     ST,34.2778,-118.5347
1959,240312159,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1525,3,Southwest,328,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,522,,,,2600    PORTLAND                     ST,,34.0309,-118.2821
1960,241910047,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1000,19,Mission,1991,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,8100    LANGDON                      AV,,34.2176,-118.4688
1961,240312139,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1145,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,F,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,440,,,,MCCLINTOCK                   AV,W  JEFFERSON                    BL,34.0251,-118.2871
1962,240114399,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,445,1,Central,158,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,37,M,B,101.0,STREET,,,IC,Invest Cont,330,,,,E  6TH                          ST,CERES                        AV,34.0398,-118.2413
1963,242010078,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,930,20,Olympic,2093,2,354,THEFT OF IDENTITY,1822 0344 0930 0929 0100,35,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2000 S  HOBART                       BL,,34.0392,-118.3062
1964,241609265,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1345,16,Foothill,1603,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341,,,,12000    LOPEZ CANYON                 RD,,34.2879,-118.4008
1965,241910029,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1500,19,Mission,1988,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,13300    CANTARA                      ST,,34.2271,-118.4244
1966,241311168,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2025,13,Newton,1346,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,W,103.0,ALLEY,,,IC,Invest Cont,341,,,,4200 S  CENTRAL                      AV,,34.0053,-118.2565
1967,240313800,08/31/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1700,3,Southwest,357,1,310,BURGLARY,0344 1251 1601 1822,20,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1100 W  37TH                         PL,,34.02,-118.2915
1968,240709987,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2110,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,0344 0358 1822 1609 1307,27,M,H,101.0,STREET,,,IC,Invest Cont,330,,,,1300 S  SYCAMORE                     AV,,34.0497,-118.3474
1969,241311163,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2040,13,Newton,1351,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,4000 S  MAIN                         ST,,34.0075,-118.2775
1970,241811262,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,700,18,Southeast,1842,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,10800 S  BROADWAY,,33.9383,-118.2781
1971,240408722,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1315,4,Hollenbeck,497,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,2700 E  11TH                         ST,,34.0233,-118.22
1972,242110239,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1420,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,35,M,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,6500    TOPANGA CANYON               BL,,34.1886,-118.6059
1973,240312163,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1550,3,Southwest,328,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,23,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,2600    PORTLAND                     ST,,34.0309,-118.2821
1974,241411269,07/15/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1400,14,Pacific,1455,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,61,F,B,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,440,,,,12600    BRADDOCK                     DR,,33.9868,-118.4233
1975,242110253,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1100,21,Topanga,2156,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,21700    VICTORY                      BL,,34.1877,-118.6015
1976,240910399,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1500,9,Van Nuys,985,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822,0,X,X,409.0,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,,,,4500    VAN NUYS                     BL,,34.15,-118.4424
1977,241711288,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1720,17,Devonshire,1762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,213.0,WAREHOUSE,,,IC,Invest Cont,740,,,,9800    DEERING                      AV,,34.248,-118.5968
1978,240211807,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2210,2,Rampart,203,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,28,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,956,,,,3900    MARATHON                     ST,,34.0847,-118.2845
1979,241711088,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,745,17,Devonshire,1751,2,888,TRESPASSING,0910 1501,0,X,X,885.0,MTA - ORANGE LINE - CHATSWORTH,,,IC,Invest Cont,888,,,,10000    OLD DEPOT PLAZA              RD,,34.25,-118.599
1980,240911188,08/28/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1220,9,Van Nuys,905,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,37,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,14700    SHERMAN                      WY,,34.2013,-118.4541
1981,240114327,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,635,1,Central,119,2,888,TRESPASSING,0910,0,M,O,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
1982,242010758,08/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1440,20,Olympic,2015,2,354,THEFT OF IDENTITY,0100 1822 0928,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3700 W  1ST                          ST,,34.0745,-118.296
1983,241411926,08/02/2024 12:00:00 AM,07/09/2024 12:00:00 AM,700,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,44,F,H,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,400    WORLD                        WY,,33.9455,-118.4
1984,240114347,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1251,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
1985,241411283,07/16/2024 12:00:00 AM,07/09/2024 12:00:00 AM,113,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5900 W  98TH                         ST,,33.9473,-118.386
1986,240408822,07/15/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1000,4,Hollenbeck,457,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,BOULDER,FOREST,34.0466,-118.2005
1987,241609242,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1615,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,11100    PENROSE                      ST,,34.2278,-118.3733
1988,241411081,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1530,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,3600    KELTON                       AV,,34.0199,-118.4148
1989,240710280,07/24/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1500,7,Wilshire,734,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5700 W  6TH                          ST,,34.0677,-118.3548
1990,242110261,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1755,21,Topanga,2144,1,480,BIKE - STOLEN,0344,47,M,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,480,,,,22600    VANOWEN                      ST,,34.1937,-118.6193
1991,240910527,07/25/2024 12:00:00 AM,07/09/2024 12:00:00 AM,115,9,Van Nuys,998,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4200    MARY ELLEN                   AV,,34.1461,-118.4198
1992,240809465,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2200,8,West LA,838,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,800    LEVERING                     AV,,34.0645,-118.4499
1993,240709989,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1530,7,Wilshire,706,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6900    MELROSE                      AV,,34.0835,-118.3416
1994,240710007,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2200,7,Wilshire,745,1,330,BURGLARY FROM VEHICLE,0321 0358 1822 0344 1607 1307,73,M,W,101.0,STREET,,,IC,Invest Cont,330,,,,900 S  RIDGELEY                     DR,,34.059,-118.3518
1995,241600631,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1330,16,Foothill,1612,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1822 1419 1402 1407 0430 1816,22,M,H,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,230,998.0,,,11300    DE FOE                       AV,,34.2754,-118.418
1996,240114331,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1345,1,Central,132,2,888,TRESPASSING,0910,0,M,O,901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,888,,,,100 S  HILL                         ST,,34.0547,-118.2505
1997,240114325,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1030,1,Central,153,2,888,TRESPASSING,0910,0,M,O,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
1998,241213393,07/11/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2200,12,77th Street,1251,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 1822 0329 1202,64,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,3400 W  73RD                         ST,,33.9736,-118.3309
1999,241009866,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1700,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,17800    SHERMAN                      WY,,34.2009,-118.5208
2000,240114368,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1300,1,Central,134,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,33,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,300 S  BROADWAY,,34.051,-118.248
2001,241511940,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1201,15,N Hollywood,1599,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 1822 0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740,,,,3400    CAHUENGA                     BL,,34.1316,-118.352
2002,241311161,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1300,13,Newton,1344,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,W,238.0,TELECOMMUNICATION FACILITY/LOCATION,,,IC,Invest Cont,341,,,,4100    AVALON                       BL,,34.0092,-118.2653
2003,240910285,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1455,9,Van Nuys,932,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,X,X,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,IC,Invest Cont,343,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
2004,240114644,07/15/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1900,1,Central,132,1,330,BURGLARY FROM VEHICLE,0329 1300 0344 1307,54,M,W,101.0,STREET,,,IC,Invest Cont,330,,,,400 W  2ND                          ST,,34.0531,-118.2478
2005,242110280,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2000,21,Topanga,2141,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,23800    VANOWEN                      ST,,34.1934,-118.6451
2006,240910275,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2145,9,Van Nuys,974,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,4700    WILLIS                       AV,,34.156,-118.4553
2007,240211841,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1600,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,0344 0377 1300 1822 1609 0329 1307,38,M,J,101.0,STREET,,,IC,Invest Cont,330,,,,W  8TH                          ST,GARLAND                      AV,34.0496,-118.2677
2008,241213388,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2018,12,77th Street,1266,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912 1822 1906,43,F,B,721.0,HIGH SCHOOL,,,IC,Invest Cont,956,,,,500 W  82ND                         ST,,33.9661,-118.2849
2009,240114526,07/13/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1900,1,Central,139,1,330,BURGLARY FROM VEHICLE,0329 0344 1307,61,F,W,101.0,STREET,,,IC,Invest Cont,330,,,,E  4TH                          PL,S  HEWITT                       ST,34.0446,-118.2367
2010,240809507,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1600,8,West LA,817,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,48,F,F,101.0,STREET,,,IC,Invest Cont,740,,,,900    WESTWOOD                     BL,,34.0637,-118.4453
2011,242110282,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1900,21,Topanga,2177,1,330,BURGLARY FROM VEHICLE,1609 0377 0344,29,F,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,330,,,,21500    OXNARD                       ST,,34.1792,-118.5987
2012,241511969,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1930,15,N Hollywood,1548,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,108.0,PARKING LOT,,,IC,Invest Cont,522,,,,11000    MCCORMICK                    ST,,34.166,-118.3705
2013,240910276,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1700,9,Van Nuys,932,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,SEPULVEDA,VICTORY,34.1867,-118.4662
2014,240510214,07/19/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1200,5,Harbor,506,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,1400 W  214TH                        ST,,33.8346,-118.3017
2015,241711151,07/12/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1045,17,Devonshire,1796,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341,,,,16900    ROSCOE                       BL,,34.2292,-118.4999
2016,242110270,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2200,21,Topanga,2128,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,20400    SATICOY                      ST,,34.2084,-118.5778
2017,242010163,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1900,20,Olympic,2031,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,46,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,WILTON,WILSHIRE,34.0617,-118.3143
2018,240809537,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1930,8,West LA,831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1609 1300,0,X,X,101.0,STREET,,,IC,Invest Cont,740,,,,12000    WILSHIRE                     BL,,34.0473,-118.4768
2019,241811295,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1950,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510,,,,500 W  CENTURY                      BL,,33.9455,-118.2826
2020,241109404,07/19/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2005,11,Northeast,1142,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 1300,0,X,X,101.0,STREET,,,IC,Invest Cont,745,,,,KINGSWELL                    AV,RODNEY                       DR,34.1027,-118.2896
2021,240408761,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1916,4,Hollenbeck,469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,440,,,,3400 E  4TH                          ST,,34.034,-118.1969
2022,240610445,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1740,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104 1501,35,F,H,406.0,OTHER STORE,,,IC,Invest Cont,442,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
2023,240114401,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,2057,1,Central,161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
2024,241609248,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,730,16,Foothill,1667,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,9100    DEL ARROYO                   DR,,34.2345,-118.3496
2025,240312178,07/11/2024 12:00:00 AM,07/10/2024 12:00:00 AM,1940,3,Southwest,395,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,45,F,H,101.0,STREET,,,IC,Invest Cont,341,,,,1900 W  41ST                         PL,,34.0081,-118.3138
